35.098673,136.6362308
35.1154325,136.630642
35.0991444,136.6155704
35.1311693,136.6518999
35.0991444,136.6155704
35.1003225,136.6348807
35.0991444,136.6155704
35.1010016,136.6200704
35.1095513,136.6417829
35.1067792,136.6404539
35.0991444,136.6155704
35.1146464,136.6508057
35.0991444,136.6155704
35.1053869,136.628152
35.1095513,136.6417829
35.0991444,136.6155704
35.1157174,136.6417462
35.0991444,136.6155704
35.1075083,136.6327597
35.1003225,136.6348807
35.1149835,136.6404989
35.0991006,136.6153988
35.1010016,136.6200704
35.1204205,136.6487032
35.1182855,136.6253192
35.1075083,136.6327597
